,Name,Area,City,Cuisine,Price for 2,Walk in Offer,Rating,Average distance from City-Center,Type of Dining
1493,Hana Pan Asian Kitchen and Bar," Naupada, Thane West", Thane,"Asian, Chinese, Sushi, Desserts, Cantonese, Japanese, Korean, Thai",1600.0,10.0,4.6,22.7,Thematic Dining
1494,Ruby Talkies, Sakinaka, Mumbai,"Continental, Italian, North Indian, Salad, Pasta, Healthy Food, Street Food, Desserts",1500.0,15.0,4.4,10.3,Thematic Dining
1495,Bustling Brew Bistro Cafe," Wagle Estate, Thane West", Thane,"Cafe, Beverages, Italian, Chinese, Fast Food, Salad, Sushi, Desserts",700.0,15.0,4.7,21.9,Casual Dining
1496,On The Docks, Fort, Mumbai,"Chinese, Continental, Italian, Pizza, Pasta, North Indian, Bar Food, Beverages",1200.0,10.0,4.2,9.1,Thematic Dining
1497,Kissa Stories Over Food," Andheri Lokhandwala, Andheri West", Mumbai,"Asian, Sushi, Italian, Pizza, Modern Indian, Burger, Desserts, Continental",1400.0,15.0,4.3,14.4,Thematic Dining
1498,Three 60 Daily Bar & Kitchen," Versova, Andheri West", Mumbai,"Bar Food, North Indian, Mughlai, Biryani, Kebab, Chinese, Seafood, Desserts",1000.0,15.0,4.4,13.0,Thematic Dining
1499,Western Tadka, Borivali West, Mumbai,"North Indian, Chinese, Biryani",1200.0,10.0,4.0,23.0,Regional Dining
1500,Sterling By Madras Square, Nungambakkam, Chennai,"Continental, Italian, Chinese, Pasta, Asian, Pizza, Salad, Burger",1000.0,10.0,4.3,3.6,Thematic Dining
1501,Dil Se Rasoi, Kilpauk, Chennai,"Chinese, North Indian, Street Food, Sandwich, Shake, Desserts, Beverages",1000.0,10.0,3.7,2.8,Thematic Dining
1503,Marina Sands," Ramada, Egmore", Chennai,"Seafood, North Indian, Chinese, Desserts",1000.0,20.0,3.6,1.0,Specialty Dining
1504,Gujraj Veg Restaurant, Park Town, Chennai,"South Indian, Chinese, North Indian, Thai, Ice Cream, Beverages",1000.0,10.0,3.8,0.4,Regional Dining
1505,Pitchside Blue, Royapettah, Chennai,"Continental, North Indian, Chinese",1200.0,15.0,3.8,3.3,Thematic Dining
1506,Amalfi Italiana, Purasavakkam, Chennai,"Italian, Pizza, Pasta",1000.0,10.0,4.1,2.2,Fine Dining
1507,Grand Anjappar, Anna Nagar East, Chennai,"Biryani, Chinese",200.0,10.0,4.4,5.4,Regional Dining
1508,Gully Baar, Kilpauk, Chennai,"North Indian, Continental, Fast Food, Seafood",1400.0,10.0,4.3,4.0,Regional Dining
1509,Pasumpon, T. Nagar, Chennai,"South Indian, North Indian, Mughlai, Seafood, Chinese, Desserts",650.0,10.0,3.6,5.9,Regional Dining
1510,Sundays, Anna Nagar East, Chennai,"Italian, Continental, Asian, North Indian, South Indian, European, Beverages",1800.0,10.0,4.7,4.9,Fine Dining
1511,Steam & Whistles - Grand by GRT Hotels, Grand by GRT Hotels, Chennai,"Finger Food, Japanese, Asian, Chinese, North Indian, South Indian",3000.0,25.0,4.6,5.6,Thematic Dining
1513,Million Drinks, Vadapalani, Chennai,"Bar Food, North Indian, Chinese, Continental, Italian, Biryani, Desserts",1400.0,10.0,4.0,7.1,Thematic Dining
1516,Sky | Curated Asian Dining - The Residency Towers, T. Nagar, Chennai,"Asian, North Indian, Chinese, Biryani, Sushi, Desserts",2500.0,10.0,4.4,5.6,Thematic Dining
1517,The Thief, Nungambakkam, Chennai,"North Indian, Continental, Italian, Asian, Thai, Beverages, Desserts",2600.0,10.0,4.2,4.3,Regional Dining
1518,Marmoris Beach Lounge, Mahabalipuram, Chennai,"North Indian, Chinese, Continental, Italian, Beverages, Desserts",1500.0,10.0,4.6,52.4,Regional Dining
1519,IGNNA  By Midnight Sun, Nungambakkam, Chennai,"Mediterranean, Desserts, Continental, Lebanese, Middle Eastern, Moroccan, Kebab, Salad",2000.0,15.0,4.2,4.2,Fine Dining
1520,Glow Cafe, Nungambakkam, Chennai,"Cafe, Beverages, Fast Food",750.0,10.0,4.3,3.4,Casual Dining
1522,The Bistrograph, Adyar, Chennai,"Cafe, Coffee, Italian, Pizza, Continental, Desserts, Shake, Beverages",1000.0,10.0,4.4,9.7,Casual Dining
1523,SOS - Same Old Story, Thousand Lights, Chennai,"Continental, Italian, North Indian, Chinese, Asian",2200.0,20.0,4.3,3.5,Thematic Dining
1524,Vasco's - Hilton Chennai," Hilton Chennai, Guindy", Chennai,"North Indian, Continental, Asian, Italian, Beverages, Desserts",4000.0,15.0,4.2,10.3,Regional Dining
1525,The Void, Anna Nagar East, Chennai,"South Indian, North Indian, Seafood, Italian, Continental, Fast Food, Desserts, Beverages",2500.0,10.0,4.2,5.1,Regional Dining
1528,Coal Barbecues, Velachery, Chennai,"BBQ, North Indian, Chinese, South Indian, Seafood, Desserts",1600.0,10.0,4.3,12.3,Specialty Dining
1529,Koox," Novotel Chennai, Nandanam", Chennai,"Japanese, Sushi, Sichuan",4000.0,10.0,4.3,6.6,Fine Dining
1530,Tapas Me, Anna Nagar West, Chennai,"Asian, European, Continental, Desserts, Beverages",1500.0,10.0,4.3,8.0,Thematic Dining
1531,Sin & Tonic, T. Nagar, Chennai,"North Indian, Italian, BBQ, Wraps, Pizza, Desserts, Bar Food",2700.0,15.0,4.5,5.4,Regional Dining
1532,Hub at ECR, Injambakkam, Chennai,"North Indian, Continental, Italian, Pizza, Kebab, Seafood",2500.0,10.0,4.3,16.8,Regional Dining
1533,Far East, Nungambakkam, Chennai,"Chinese, Asian, Japanese, Korean, Sushi, Beverages",1000.0,10.0,4.5,3.8,Thematic Dining
1534,The Tuscan Table, RA Puram, Chennai,"Cafe, Coffee, Sandwich, Tea, Beverages",1300.0,10.0,4.0,6.7,Casual Dining
1536,Mirosh - All Day Cafe, RA Puram, Chennai,"Continental, Asian, Chinese",1600.0,10.0,4.2,6.4,Thematic Dining
1538,Purple Chameleon," Phoenix Market City, Velachery", Chennai,"Fast Food, Chinese, North Indian, Asian",1800.0,10.0,4.4,11.8,Casual Dining
1539,Asvah 24, Neelangarai, Chennai,"French, Italian, Continental, Pasta, Desserts, Coffee, Beverages",1800.0,10.0,4.3,14.9,Fine Dining
1540,J.Hind - Grand By GRT Hotels, Grand by GRT Hotels, Chennai,"North Indian, Mughlai, South Indian",3000.0,15.0,4.4,5.6,Regional Dining
1541,Enoki, Egmore, Chennai,"Sushi, Japanese, Asian, Thai, Desserts, Seafood, Beverages",1000.0,15.0,4.4,0.9,Specialty Dining
1542,3 Layers on the ECR, Injambakkam, Chennai,"Italian, Asian, North Indian, Kebab, Bar Food, Salad, Desserts, Beverages",2500.0,10.0,4.2,19.7,Fine Dining
1543,Zonkk, Medavakkam, Chennai,"Continental, Salad, Street Food, Pizza, Pasta, Bar Food",1800.0,10.0,4.5,20.2,Thematic Dining
1544,27 Culinary Street, Mylapore, Chennai,"South Indian, Pasta, Street Food, North Indian",1000.0,20.0,4.1,4.4,Regional Dining
1545,Mezze, Alwarpet, Chennai,"Middle Eastern, Continental, Fast Food, Beverages, Desserts",1200.0,10.0,4.7,6.5,Fine Dining
1546,Off The Record, Nungambakkam, Chennai,"European, Continental, North Indian, Pizza, Pasta, Desserts, Beverages",1800.0,15.0,4.2,4.2,Fine Dining
1547,Delhi Highway, Nungambakkam, Chennai,North Indian,1000.0,10.0,4.4,3.7,Regional Dining
1596,East Coast At Madras Square, Neelangarai, Chennai,"Salad, Continental, North Indian, Italian, Asian, Beverages",2000.0,10.0,4.6,14.3,Thematic Dining
1597,The Summer House Eatery, Alwarpet, Chennai,"Cafe, Mexican, Italian, Continental, Fast Food, Desserts, Beverages",1200.0,15.0,4.2,5.6,Casual Dining
1598,The Great Kabab Factory - Radisson Blu," Radisson Blu, Egmore", Chennai,"North Indian, Mughlai, Kebab, Desserts",3800.0,20.0,4.1,2.4,Regional Dining
1599,Pan Sauce Poetry, Abhiramapuram, Chennai,"European, Continental, Italian, Desserts, Beverages",1200.0,10.0,4.1,6.5,Fine Dining
1600,Diff 42 - Resto Lounge, Medavakkam, Chennai,"Continental, North Indian, Chinese, Finger Food",1200.0,15.0,4.4,20.3,Thematic Dining
1601,22 Constanzaa, Abhiramapuram, Chennai,"Mediterranean, Turkish, Burger, Sandwich, Desserts, Beverages",1700.0,10.0,4.7,6.1,Fine Dining
1602,KoKoMMo,"  InterContinental Chennai Mahabalipuram Resort, East Coast Road (ECR)", Chennai,Continental,1800.0,15.0,4.2,38.8,Thematic Dining
1603,Bazaar - All Day Diner - Grand by GRT Hotels, Grand by GRT Hotels, Chennai,"North Indian, South Indian, Continental, Asian, Desserts, Beverages",3300.0,15.0,4.3,5.6,Regional Dining
1604,Garrison," The King's Hotel, Egmore", Chennai,"North Indian, Continental, Italian, Fast Food, Mexican, Desserts, Beverages",3000.0,15.0,4.7,2.1,Regional Dining
1605,AsianKatha, Nungambakkam, Chennai,"Japanese, Singaporean, Chinese, Asian, Indonesian, Thai, Burmese, Malaysian",1500.0,10.0,4.3,3.6,Fine Dining
1606,The Mayflower, Anna Nagar East, Chennai,Continental,2000.0,10.0,4.3,5.6,Thematic Dining
1607,Trella," Jaag Hotels, T.Nagar", Chennai,"Continental, Fast Food, Asian, Italian, Chinese, North Indian, Desserts, Bar Food",1800.0,15.0,4.2,5.1,Thematic Dining
1608,Surf Turf, Kovalam, Chennai,"Continental, Chinese, Italian, Seafood, Desserts, Coffee, Juices, Beverages",700.0,10.0,4.1,33.1,Thematic Dining
1609,Kipling Cafe," Kipling, East Coast Road (ECR)", Chennai,"Continental, Asian, North Indian, Chinese, Pizza, Desserts, Beverages",1600.0,10.0,4.1,21.0,Thematic Dining
1610,BTL, Egmore, Chennai,"North Indian, South Indian, Continental, Asian, Salad, Fast Food, Desserts, Beverages",1800.0,15.0,4.0,1.3,Regional Dining
1611,Dank, T. Nagar, Chennai,"Bar Food, Desserts, Mediterranean, North Indian, Pizza, Beverages",1800.0,10.0,4.4,5.6,Thematic Dining
1612,Monkey Bar, Anna Nagar West, Chennai,"North Indian, Burger, Pizza, Italian, Bar Food",2500.0,10.0,4.3,8.0,Regional Dining
1613,The Old Potion House, Adyar, Chennai,"Italian, Cafe, Continental, Coffee, Desserts, European",1000.0,10.0,3.8,9.3,Fine Dining
1615,Kommune, T. Nagar, Chennai,"Bar Food, Continental, Asian, South Indian, Pizza, Pasta, Desserts, Beverages",2000.0,15.0,4.3,5.2,Thematic Dining
1616,Pallavas, Nungambakkam, Chennai,"Continental, South Indian, Chinese, Biryani, Kerala, Andhra, Seafood, Desserts",1100.0,10.0,4.1,4.3,Thematic Dining
1618,6th Avenue, Anna Nagar West, Chennai,"North Indian, Continental, Asian, Seafood, Finger Food, Desserts, Beverages",1800.0,10.0,4.2,6.3,Regional Dining
1619,Pind, Velachery, Chennai,"North Indian, Chinese, Street Food, Desserts, Beverages",1100.0,10.0,4.2,13.1,Regional Dining
1620,Texas Bar & Kitchen, T. Nagar, Chennai,"Continental, South Indian, North Indian, Chinese, Beverages, Bar Food",2000.0,15.0,4.5,5.1,Thematic Dining
1621,Filli Cafe, Thousand Lights, Chennai,"Cafe, Coffee, Fast Food, Street Food, Shake, Beverages",800.0,10.0,4.3,3.3,Casual Dining
1622,The Reef - Sheraton Grand," Sheraton Grand, Neelangarai", Chennai,"North Indian, American, Continental, Beverages, Desserts",3000.0,15.0,4.4,37.9,Regional Dining
1623,Haunted, Mylapore, Chennai,"Chinese, North Indian, Desserts, Beverages",1100.0,10.0,4.5,4.4,Thematic Dining
1624,MKC - Madras Kitchen Company," The Westin Chennai, Velachery", Chennai,"South Indian, Asian, North Indian, Desserts, Beverages",2500.0,20.0,4.7,11.8,Regional Dining
1625,Animal Restobar, Ashok Nagar, Chennai,"North Indian, South Indian, Italian, Chinese, Sichuan, Bar Food",1000.0,15.0,4.4,7.8,Regional Dining
1626,Mathsya, Adyar, Chennai,"South Indian, North Indian, Chinese, Fast Food, Desserts, Beverages, Shake",950.0,10.0,3.6,8.7,Regional Dining
1627,The Beach Terrace, Injambakkam, Chennai,"Pizza, Italian, Beverages, Cafe",2000.0,10.0,3.9,19.0,Casual Dining
1629,Est - Hilton Chennai," Hilton Chennai, Guindy", Chennai,"Continental, Cafe, Desserts, Italian, North Indian, Beverages, Coffee",1800.0,15.0,3.9,10.3,Thematic Dining
1630,The Living Room, Anna Nagar East, Chennai,"North Indian, Pasta, Italian, Fast Food, Pizza, Desserts",2000.0,10.0,4.5,5.9,Regional Dining
1631,Cibo, Anna Nagar East, Chennai,"Continental, North Indian, Biryani, Italian, Fast Food",1000.0,10.0,3.7,5.6,Thematic Dining
1632,Impasta, Nungambakkam, Chennai,"Italian, Desserts, Beverages, Pizza, Pasta, Cafe, Continental, Seafood",1400.0,10.0,4.2,2.9,Fine Dining
1633,101 Resto Bar, Anna Nagar West, Chennai,"Asian, Continental, North Indian, Chinese, Desserts, Bar Food, Beverages",1800.0,15.0,4.4,8.4,Thematic Dining
1634,B'Veg, Gopalapuram, Chennai,"Biryani, Chinese, North Indian, Fast Food, Pizza, Continental, Shake, Beverages",700.0,10.0,4.1,4.0,Regional Dining
1635,The Brick Oven," The Accord Metropolitan, T. Nagar", Chennai,"South Indian, North Indian, Healthy Food, Continental, Sandwich, Pizza, Desserts, Beverages",4000.0,15.0,4.3,5.1,Regional Dining
1725,The Great Kebab Factory," Radisson Blu, GST Road", Chennai,"North Eastern, North Indian, Kebab",3000.0,15.0,4.5,13.4,Regional Dining
1726,Message In A Bottle, Egmore, Chennai,"Bar Food, North Indian, Chinese, Continental, Beverages",1800.0,15.0,4.2,0.9,Thematic Dining
1727,The Beach By Madras Square, Kanathur, Chennai,"Continental, Modern Indian, Asian, Chinese, Seafood",1000.0,10.0,4.3,23.7,Thematic Dining
1728,Xtaze Experience, Besant Nagar, Chennai,"Italian, Continental, Desserts, Cafe, Coffee",1200.0,15.0,4.3,9.8,Fine Dining
1729,Gardenia Restaurant - Accord Chrome, Chromepet, Chennai,"North Indian, Seafood, South Indian, Salad, Fast Food, Beverages",1300.0,15.0,4.0,20.3,Regional Dining
1730,Azzuri Bay, Adyar, Chennai,"Italian, Mediterranean, Thai, Chinese, Asian, Seafood, Desserts, Beverages",1400.0,15.0,4.2,8.3,Fine Dining
1732,Smoke Hub Barbeque, T. Nagar, Chennai,"Chinese, North Indian, South Indian, Seafood, Kebab, Mughlai, Fast Food, Desserts",2200.0,30.0,3.5,6.1,Thematic Dining
1733,Roger That, Mogappair, Chennai,"South Indian, Continental, Seafood, Desserts, Beverages",1000.0,10.0,4.0,10.5,Regional Dining
1734,Libarrel, Mylapore, Chennai,"Continental, North Indian, Italian",1200.0,25.0,4.3,4.3,Thematic Dining
1735,The Square - Novotel Chennai OMR," Novotel Chennai, OMR", Chennai,"Continental, Italian, Pizza, North Indian, Desserts, Beverages",3000.0,15.0,4.2,20.3,Thematic Dining
1736,Spice Haat - Hyatt Regency," Hyatt Regency, Teynampet", Chennai,"North Indian, South Indian, Asian, Continental, Fast Food, Pizza, Desserts",2800.0,10.0,4.2,5.1,Regional Dining
1738,Locofeast, Nungambakkam, Chennai,"North Indian, Continental, Seafood, Fast Food, Shake, Beverages",950.0,15.0,4.1,3.8,Regional Dining
1739,Dee Zoca Multicuisine Restaurant, Ramapuram, Chennai,"Chinese, South Indian, North Indian, Italian",300.0,10.0,3.7,11.3,Thematic Dining
1740,Convo @ C06, Thousand Lights, Chennai,"Continental, Cafe, Coffee, North Indian, Pizza",1300.0,15.0,3.4,3.4,Thematic Dining
1741,Takkt Southern Cafe, Maduravoyal, Chennai,"Cafe, Continental, Coffee, Beverages, Ice Cream, Desserts",300.0,10.0,4.2,13.0,Casual Dining
1742,Limited Edition - The Premium Lounge, Adyar, Chennai,"Continental, Italian",1500.0,10.0,4.2,8.7,Thematic Dining
1743,Hola, Citadines, Chennai,"Chinese, North Indian, Italian, Mexican, Sichuan, Desserts, Beverages",1400.0,10.0,4.1,20.9,Thematic Dining
1744,Ciclo Cafe, Anna Nagar East, Chennai,"Cafe, Sandwich, Continental, North Indian, Asian, Italian, Desserts, Beverages",1500.0,10.0,4.0,4.9,Casual Dining
1745,Sandy's Chocolate Laboratory, Nungambakkam, Chennai,"Cafe, Shake, Beverages, Continental, Fast Food, Desserts, Pasta",900.0,10.0,4.4,3.5,Casual Dining
1746,Cafe G - Holiday Inn," Holiday Inn Chennai, OMR", Chennai,"Continental, Asian, Italian, North Indian, South Indian, Healthy Food, Desserts, Beverages",2500.0,20.0,4.1,11.7,Thematic Dining
1747,Asian Station, Anna Nagar East, Chennai,"Asian, Chinese, Sushi, Momos, Sichuan, Beverages, Desserts",1800.0,10.0,4.1,5.8,Thematic Dining
1748,TIKI TAKO, Okkiyampet, Chennai,"Chinese, Burger, Sandwich, Bar Food, Desserts",2500.0,15.0,4.0,17.5,Thematic Dining
1749,The Avenue Cafe By Bronies, Adyar, Chennai,"Desserts, Pasta, Salad, Beverages",800.0,10.0,3.3,9.3,Other
1751,The Melting Pot: Market Cafe,"  InterContinental Chennai Mahabalipuram Resort, East Coast Road (ECR)", Chennai,"North Indian, South Indian, Continental, Fast Food, Pasta, Asian",1900.0,15.0,4.4,38.8,Regional Dining
1752,Dhani, Kaldan Samudhra Palace, Chennai,"North Indian, South Indian, Continental, Asian, Chinese, Pizza, Desserts",5700.0,10.0,4.0,49.2,Regional Dining
1753,Royal Indianaa - The Accord Metropolitan," The Accord Metropolitan, T. Nagar", Chennai,"South Indian, North Indian",3700.0,10.0,4.4,5.2,Regional Dining
1754,The Greenhouse Barbecue, Kilpauk, Chennai,"BBQ, North Indian, Beverages, Desserts",1700.0,10.0,4.4,1.9,Specialty Dining
1755,On D Roof Restaurant, Anna Nagar East, Chennai,"Chinese, North Indian, Mughlai, Seafood, Biryani, Kebab, Desserts, Beverages",1000.0,10.0,3.9,5.7,Thematic Dining
1756,Lafayette By Mug Cakes, Nungambakkam, Chennai,"Italian, American, Desserts",1100.0,10.0,4.1,4.2,Fine Dining
1757,Noci Adante, Royapettah, Chennai,"South Indian, North Indian, Chinese, Italian, Seafood, Salad, Burger, Desserts",2000.0,10.0,4.3,2.9,Regional Dining
1758,Ichaas Restaurant, Anna Nagar West, Chennai,"South Indian, North Indian",1500.0,10.0,3.5,7.7,Regional Dining
1759,Lower Deck," Hotel Park Elanza, Nungambakkam", Chennai,"Bar Food, Chinese, Pizza, Beverages",1900.0,15.0,3.7,4.2,Thematic Dining
1760,Little North, Kilpauk, Chennai,"North Indian, Chinese, Beverages, Desserts, Shake, Sichuan, Ice Cream",950.0,10.0,4.1,3.6,Regional Dining
1761,Lyfe By Soul Garden Bistro, Abhiramapuram, Chennai,"Healthy Food, Salad, North Indian, Continental, Pizza, Oriental, Chinese, Fast Food",950.0,10.0,4.0,5.8,Other
1762,Tora, Adyar, Chennai,"Chinese, Pizza, Continental, Italian",1000.0,15.0,4.2,8.6,Thematic Dining
1763,Colony - The Raintree," The Raintree, Alwarpet", Chennai,"Italian, North Indian, South Indian, Continental, Fast Food, Beverages, Desserts",3300.0,20.0,4.1,6.4,Fine Dining
1894,R&G - Green Park Hotel," Green Park Hotel, Vadapalani", Chennai,"North Indian, BBQ, Chinese",2800.0,20.0,4.2,7.6,Regional Dining
1895,Waterside - Feathers A Radha Hotel," Feathers, A Radha Hotel", Chennai,"Salad, Fast Food, Chinese, Italian, North Indian, South Indian, Desserts",3500.0,10.0,4.0,11.8,Thematic Dining
1896,Oasis - Radisson Blu," Radisson Blu, Egmore", Chennai,"North Indian, Chinese, Continental, South Indian, Italian, Beverages",3700.0,25.0,4.0,2.5,Regional Dining
1897,7 Bean Coffee, Egmore, Chennai,"Cafe, Coffee, Desserts, Beverages",300.0,10.0,4.3,2.2,Casual Dining
1898,Spice It - ibis Chennai City Centre, ibis Chennai City Centre, Chennai,"North Indian, Chettinad, Finger Food, Fast Food, Desserts, Beverages, Shake",1600.0,15.0,4.1,3.3,Regional Dining
1899,Aloe, Nungambakkam, Chennai,"North Indian, South Indian, Desserts, Thai, Chinese, Asian, Biryani",1200.0,10.0,4.5,3.6,Regional Dining
1900,Spice It - IBIS Chennai OMR," IBIS Chennai, OMR", Chennai,"Tibetan, Mexican, North Indian, Chinese",1300.0,25.0,4.2,20.3,Regional Dining
1901,Alchemist Lake Viewery, Chetpet, Chennai,"Cafe, Italian, Chinese, Asian, Beverages",1100.0,10.0,4.3,3.3,Casual Dining
1902,Pulusu Ruchulu, Anna Nagar East, Chennai,"Andhra, South Indian, Biryani, Mughlai, Seafood, Desserts, Beverages",1200.0,15.0,4.0,5.5,Regional Dining
1903,Pizza Mechanics, Neelangarai, Chennai,"Pizza, Pasta, Italian",1000.0,10.0,4.0,15.4,Casual Dining
1904,HOB, Nungambakkam, Chennai,"Bar Food, Continental, North Indian, Chinese, South Indian, Seafood, Biryani, Pizza",2000.0,30.0,4.4,3.7,Thematic Dining
1906,Seacrest MGM Beach Restobar, Muttukadu, Chennai,"South Indian, North Indian, Chinese, Oriental, Continental, Salad, Kebab, Desserts",3000.0,15.0,3.9,28.7,Regional Dining
1907,Amelie's, Alwarpet, Chennai,"Cafe, Continental, Grilled Chicken, BBQ, Pasta, Sandwich, Salad, Beverages",1100.0,10.0,4.1,5.1,Casual Dining
1908,Barracuda Brew, Nungambakkam, Chennai,"North Indian, Continental, Chinese, Italian, Desserts, Beverages",2500.0,10.0,4.1,3.0,Regional Dining
1909,Lotus - The Park," The Park, Nungambakkam", Chennai,Thai,3000.0,15.0,4.3,4.1,Specialty Dining
1910,Kovai Naruvi, Anna Nagar West, Chennai,"South Indian, Biryani",400.0,10.0,4.3,8.0,Regional Dining
1912,Spectra - The Leela Palace," The Leela Palace, MRC Nagar", Chennai,"North Indian, Asian, Mediterranean, Continental, Italian",4700.0,15.0,4.3,7.4,Regional Dining
1913,Red Sky Cafe, Anna Nagar East, Chennai,"Chinese, Pasta, Fast Food, Desserts, Beverages",1200.0,10.0,4.3,5.6,Thematic Dining
1914,EGCO, T. Nagar, Chennai,"Cafe, Coffee, Fast Food",1255.0,10.0,4.3,4.7,Casual Dining
1915,Abid's, Chetpet, Chennai,"Arabian, Biryani, Hyderabadi, North Indian, Seafood, Oriental, Desserts, Beverages",1700.0,10.0,4.4,2.5,Other
1916,Cilantro - Le Royal Meridien," Le Royal Meridien, St. Thomas Mount", Chennai,"European, Chinese, Continental",3500.0,25.0,3.9,11.0,Fine Dining
1917,Food Exchange - Novotel Chennai Chamiers Road," Novotel Chennai, Nandanam", Chennai,"Continental, Italian, North Indian, Kerala, Beverages",3000.0,25.0,4.2,6.6,Thematic Dining
1918,Hungry Cars, Egatoor, Chennai,"Chinese, Biryani, Continental",1000.0,10.0,3.8,28.3,Thematic Dining
1919,Eko Lyfe - Guilt Free Bistro Cafe, Abhiramapuram, Chennai,"Fast Food, Salad, Desserts, Shake, Beverages",350.0,15.0,4.8,5.8,Casual Dining
1920,House Of Billa, Nungambakkam, Chennai,"North Indian, Oriental, Biryani, Chinese, Pizza, Fast Food, Seafood, Bar Food",1400.0,15.0,4.3,4.1,Regional Dining
1921,Mexe, Alwarpet, Chennai,"Mexican, Desserts, Beverages",500.0,10.0,4.3,6.2,Specialty Dining
1922,Santé Spa Cuisine, Nungambakkam, Chennai,"Salad, Asian, Continental, Italian, Beverages",1600.0,10.0,4.6,3.2,Thematic Dining
1923,Mirchi Express, Egmore, Chennai,"Biryani, South Indian, North Indian, Chinese, Desserts",950.0,25.0,3.9,1.5,Regional Dining
1924,Kari Theory Namma Bar And Kitchen, Radisson Blu GRT Hotel - Chennai St. Thomas Mount, Chennai,"Bar Food, South Indian",1000.0,15.0,4.2,13.6,Thematic Dining
1925,Navaratna - Le Royal Meridien," Le Royal Meridien, St. Thomas Mount", Chennai,"South Indian, North Indian",3500.0,25.0,3.9,11.1,Regional Dining
1926,Vintage Bank - Hilton Chennai," Hilton Chennai, Guindy", Chennai,"Continental, Bar Food",3500.0,15.0,4.4,10.3,Thematic Dining
1927,The Master Key, Velachery, Chennai,"Continental, South Indian, Oriental, Desserts, Bar Food",1000.0,10.0,4.1,13.5,Thematic Dining
1928,Gossip Fusion Bistro, Kanathur, Chennai,"Italian, North Indian, Seafood, Kerala, South Indian, Biryani, Desserts, Beverages",1700.0,10.0,4.8,24.2,Fine Dining
1929,Odin’s Galley, Velachery, Chennai,"North Indian, Chinese, Mexican, Momos, Bar Food, Desserts, Beverages",2000.0,20.0,4.3,12.2,Regional Dining
1930,Chinese Wok, Porur, Chennai,"Chinese, Momos",700.0,15.0,4.0,15.0,Thematic Dining
1931,California Burrito, Meenambakkam, Chennai,"Mexican, American, Continental, Healthy Food, Beverages, Fast Food",500.0,10.0,4.3,16.1,Specialty Dining
1932,Sharief Bhai Biryani, Kolathur, Chennai,"Biryani, Kebab, Mughlai, Arabian, South Indian, Rolls, Desserts, Beverages",1100.0,15.0,4.0,6.6,Regional Dining
1933,Zebra Crossing, Thuraipakkam, Chennai,"North Indian, Chinese, Street Food, Seafood",1500.0,15.0,4.1,17.2,Regional Dining
1934,Shaack, Anna Nagar East, Chennai,"Asian, Continental, Italian, South Indian, Desserts, Beverages, Sichuan",1100.0,10.0,4.0,5.0,Thematic Dining
1935,Unlock - The Restobar - Keys Select Hotel," Keys Hotel, Thiruvanmiyur", Chennai,"Finger Food, Continental, Chinese, North Indian, Beverages",1900.0,15.0,4.1,10.5,Thematic Dining
1936,Nyra, Besant Nagar, Chennai,"Bakery, Cafe, Beverages, Pizza, Pasta, Sandwich, Fast Food, Continental",1000.0,15.0,4.1,9.5,Casual Dining
1937,Bayroot, Palavakkam, Chennai,"North Indian, Chinese, Oriental, Arabian, Sushi, Pasta, Desserts",2000.0,10.0,4.4,13.7,Regional Dining
2000,Cé La Vie Kitchen & Bar," Middle Circle, Connaught Place", New Delhi,"North Indian, Mediterranean, Continental, Sushi, Italian, Lebanese, Asian, Bar Food",2200.0,20.0,4.3,1.4,Regional Dining
2001,Out Of The Box Courtyard," Middle Circle, Connaught Place", New Delhi,"Continental, North Indian, Italian, Pizza, Chinese, Asian, Fast Food, Beverages",2200.0,20.0,4.1,1.2,Thematic Dining
2003,The Darzi Bar & Kitchen," Middle Circle, Connaught Place", New Delhi,"North Indian, Chinese, Asian, Italian, Mughlai, Desserts, Tea, Beverages",2800.0,25.0,4.2,1.4,Regional Dining
2004,Mount Fuji Japanese Pan Asian Restaurant & Bar," Middle Circle, Connaught Place", New Delhi,"Japanese, Asian, Chinese, Thai, Sushi, Seafood, Desserts, Beverages",2400.0,25.0,4.6,1.4,Fine Dining
2005,Yeti - The Himalayan Kitchen," The Colonnade, Connaught Place", New Delhi,"Tibetan, Asian, Momos, Nepalese, North Eastern, Shake, Beverages",2500.0,10.0,4.2,1.3,Regional Dining
2006,Warehouse Cafe, Connaught Place, New Delhi,"North Indian, Italian, Asian, Kebab, Beverages",2400.0,15.0,4.2,1.4,Regional Dining
2007,Anglow, Khan Market, New Delhi,"Seafood, Finger Food, Continental, Pizza, Pasta, North Indian, Bar Food",2500.0,15.0,4.2,3.3,Specialty Dining
2008,Desi Villagio, Connaught Place, New Delhi,"North Indian, Mughlai, Kebab, Chinese, Desserts, Beverages",2100.0,15.0,4.2,1.1,Regional Dining
2009,Veda, Connaught Place, New Delhi,"North Indian, Mughlai, Biryani, Desserts",2900.0,15.0,3.7,1.3,Regional Dining
2010,Bonne Foi 65, East of Kailash, New Delhi,"Asian, Italian, Bar Food, Pizza",1900.0,25.0,3.9,8.3,Thematic Dining
2011,Drool Brew House," Sector 13, Dwarka", New Delhi,"North Indian, Salad, Italian, Sandwich, Continental, Oriental, Shake, Beverages",1500.0,20.0,4.4,17.5,Regional Dining
